Year,Year_Ceremony,Ceremony,Category_Globes,Film,Nominee,Win_Globe,Song_Title,Country
1972,1973,30,Best Screenplay - Motion Picture,Cabaret,Jay Presson Allen,FALSE,,
1972,1973,30,New Star Of The Year - Actress,Cabaret,Marisa Berenson,FALSE,,
1972,1973,30,Best Performance by an Actor In A Television Series - Drama,Cannon,William Conrad,FALSE,,
1972,1973,30,Best Performance by an Actor In A Television Series - Drama,Columbo,Peter Falk,TRUE,,
1972,1973,30,Best Television Series - Drama,Columbo,,TRUE,,
1972,1973,30,Television Special - Variety Or Musical,Cousteau: The Forgotten Mermaids,,FALSE,,
1972,1973,30,Foreign Film - Foreign Language,Cries and Whispers,Ingmar Bergman,FALSE,,Sweden
1972,1973,30,Best Director - Motion Picture,Deliverance,John Boorman,FALSE,,
1972,1973,30,Best Motion Picture - Drama,Deliverance,,FALSE,,
1972,1973,30,Best Original Song - Motion Picture,Deliverance,Arthur Smith,FALSE,Dueling Banjos,
1972,1973,30,Best Original Song - Motion Picture,Deliverance,Eric Weissberg,FALSE,Dueling Banjos,
1972,1973,30,Best Performance by an Actor in a Motion Picture - Drama,Deliverance,Jon Voight,FALSE,,
1972,1973,30,Best Screenplay - Motion Picture,Deliverance,James Dickey,FALSE,,
1972,1973,30,Television Movie,Footsteps,,FALSE,,
1972,1973,30,Best Director - Motion Picture,Frenzy,Alfred Hitchcock,FALSE,,
1972,1973,30,Best Motion Picture - Drama,Frenzy,,FALSE,,
1972,1973,30,Best Original Score - Motion Picture,Frenzy,Ron Goodwin,FALSE,,
1972,1973,30,Best Screenplay - Motion Picture,Frenzy,Anthony Shaffer,FALSE,,
1972,1973,30,Foreign Film - English Language,Images,Robert Altman,FALSE,,United Kingdom
1972,1973,30,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kansas City Bomber,Helena Kallianiotes,FALSE,,
1972,1973,30,Television Movie,Kung Fu,,FALSE,,
1972,1973,30,Best Original Score - Motion Picture,Lady Sings the Blues,Michel Legrand,FALSE,,
1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,Lady Sings the Blues,Diana Ross,FALSE,,
1972,1973,30,New Star Of The Year - Actress,Lady Sings the Blues,Diana Ross,TRUE,,
1972,1973,30,Foreign Film - English Language,Living Free,Jack Couffer,FALSE,,United Kingdom
1972,1973,30,Television Special - Variety Or Musical,Look Homeward Angel,,FALSE,,
1972,1973,30,Best Performance by an Actor in a Television Series - Musical or Comedy,M*A*S*H,Alan Alda,FALSE,,
1972,1973,30,Best Television Series - Musical or Comedy,M*A*S*H,,FALSE,,
1972,1973,30,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Man of La Mancha,Peter O'Toole,FALSE,,
1972,1973,30,Best Performance by an Actor in a Supporting Role in any Motion Picture,Man of La Mancha,James Coco,FALSE,,
1972,1973,30,Best Performance by an Actor In A Television Series - Drama,Mannix,Mike Connors,FALSE,,
1972,1973,30,Best Performance by an Actress In A Television Series - Drama,Mannix,Gail Fisher,TRUE,,
1972,1973,30,Best Television Series - Drama,Mannix,,FALSE,,
1972,1973,30,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Marcus Welby, M.D.",James Brolin,TRUE,,
1972,1973,30,Best Performance by an Actor In A Television Series - Drama,"Marcus Welby, M.D.",Robert Young,FALSE,,
1972,1973,30,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Marcus Welby, M.D.",Elena Verdugo,FALSE,,
1972,1973,30,Best Performance by an Actress in a Television Series - Musical or Comedy,Maude,Beatrice Arthur,FALSE,,
1972,1973,30,Best Television Series - Musical or Comedy,Maude,,FALSE,,
1972,1973,30,Best Performance by an Actress In A Television Series - Drama,McMillan and Wife,Susan St. James,FALSE,,
1972,1973,30,Best Performance by an Actor In A Television Series - Drama,Medical Center,Chad Everett,FALSE,,
1972,1973,30,Best Television Series - Drama,Medical Center,,FALSE,,
1972,1973,30,Foreign Film - Foreign Language,Mirage,Armando Robles Godoy,FALSE,,Peru
1972,1973,30,Best Original Song - Motion Picture,Molly and Lawless John,Johnny Mandel,FALSE,Take Me Home,
1972,1973,30,Best Original Song - Motion Picture,Molly and Lawless John,Alan Bergman,FALSE,Take Me Home,
1972,1973,30,Best Original Song - Motion Picture,Molly and Lawless John,Marilyn Bergman,FALSE,Take Me Home,
1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,One Is a Lonely Number,Trish Van Devere,FALSE,,
1972,1973,30,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Pete 'n' Tillie,Walter Matthau,FALSE,,
1972,1973,30,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Pete 'n' Tillie,Carol Burnett,FALSE,,
1972,1973,30,Best Performance by an Actress in a Supporting Role in any Motion Picture,Pete 'n' Tillie,Geraldine Page,FALSE,,
1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,Play It as It Lays,Tuesday Weld,FALSE,,
1972,1973,30,Foreign Film - Foreign Language,Roma,Federico Fellini,FALSE,,Italy
1972,1973,30,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rowan & Martin's Laugh-In,Ruth Buzzi,TRUE,,
1972,1973,30,Best Performance by an Actor in a Television Series - Musical or Comedy,Sanford and Son,Redd Foxx,TRUE,,
1972,1973,30,New Star Of The Year - Actor,Slaughterhouse Five,Michael Sacks,FALSE,,
1972,1973,30,Best Motion Picture - Drama,Sleuth,,FALSE,,
1972,1973,30,Best Performance by an Actor in a Motion Picture - Drama,Sleuth,Laurence Olivier,FALSE,,
1972,1973,30,Best Performance by an Actor in a Motion Picture - Drama,Sleuth,Michael Caine,FALSE,,
1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,Sounder,Cicely Tyson,FALSE,,
1972,1973,30,New Star Of The Year - Actor,Sounder,Kevin Hooks,FALSE,,
1972,1973,30,Television Movie,That Certain Summer,,TRUE,,
1972,1973,30,Best Performance by an Actor In A Television Series - Drama,The Bold Ones: The New Doctors,David Hartman,FALSE,,
1972,1973,30,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Carol Burnett Show,Harvey Korman,FALSE,,
1972,1973,30,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Carol Burnett Show,Vicki Lawrence,FALSE,,
1972,1973,30,Best Performance by an Actress in a Television Series - Musical or Comedy,The Carol Burnett Show,Carol Burnett,FALSE,,
1972,1973,30,Best Performance by an Actress In A Television Series - Drama,The Delphi Bureau,Anne Jeffreys,FALSE,,
1972,1973,30,Foreign Film - Foreign Language,The Discreet Charm of the Bourgeoisie,Luis Buñuel,FALSE,,France
1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,The Effect of Gamma Rays on Man-In-The-Moon Marigolds,Joanne Woodward,FALSE,,
1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,The Emigrants,Liv Ullmann,TRUE,,
1972,1973,30,Foreign Film - Foreign Language,The Emigrants,Jan Troell,TRUE,,Sweden
1972,1973,30,Best Performance by an Actor in a Television Series - Musical or Comedy,The Flip Wilson Show,Flip Wilson,FALSE,,
1972,1973,30,Best Original Score - Motion Picture,The Getaway,Quincy Jones,FALSE,,
1972,1973,30,Television Movie,The Glass House,,FALSE,,
1972,1973,30,Best Director - Motion Picture,The Godfather,Francis Ford Coppola,TRUE,,
1972,1973,30,Best Motion Picture - Drama,The Godfather,,TRUE,,
1972,1973,30,Best Original Score - Motion Picture,The Godfather,Nino Rota,TRUE,,
1972,1973,30,Best Performance by an Actor in a Motion Picture - Drama,The Godfather,Al Pacino,FALSE,,
1972,1973,30,Best Performance by an Actor in a Motion Picture - Drama,The Godfather,Marlon Brando,TRUE,,
1972,1973,30,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Godfather,James Caan,FALSE,,
1972,1973,30,Best Screenplay - Motion Picture,The Godfather,Francis Ford Coppola,TRUE,,
1972,1973,30,New Star Of The Year - Actress,The Great Waltz,Mary Costa,FALSE,,
1972,1973,30,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Heartbreak Kid,Charles Grodin,FALSE,,
